,annual_return,annual_vol,sharpe_ratio,max_drawdown,positive_weeks
ABCAPITAL.NS,0.23079741790163155,0.32497851494843827,0.5162940400311183,-0.3670120034751838,0.5057471264367817
HDFCBANK.NS,0.03165974919508222,0.19397901359888484,-0.16163190913703662,-0.2547637528698814,0.524904214559387
HDFCAMC.NS,0.14829666125372784,0.2756033933303086,0.30944362740819653,-0.4778511919087589,0.5172413793103449
HAL.NS,0.468933368225281,0.35356113093171876,1.1480911933390237,-0.43819612559247456,0.5670498084291188
CREDITACC.NS,0.18271422983812705,0.37270474906719503,0.32116918993419347,-0.5255601689276929,0.5172413793103449
CANFINHOME.NS,0.11906147489129677,0.31962724347900046,0.17535591392537225,-0.4002745835502495,0.5325670498084292
TORNTPHARM.NS,0.26327312224156696,0.2132058044288047,0.9392810635830984,-0.20482830417531928,0.5862068965517241
KAJARIACER.NS,0.05799730548736176,0.29563550359088925,-0.01696562810388371,-0.46601473102560065,0.46360153256704983
PAYTM.NS,0.03967757037437846,0.49329081502544825,-0.04730551717247536,-0.8087344233834834,0.45977011494252873
TRITURBINE.NS,0.409389801071991,0.4559115435851422,0.7597457411422517,-0.4344353548773019,0.5019157088122606
BIOCON.NS,0.02178749707871651,0.3178288072117327,-0.12970960932880096,-0.5264791054956213,0.4942528735632184
BLUESTARCO.NS,0.30329986983608886,0.34281910328274234,0.7009146224337489,-0.344484612594702,0.5287356321839081
BERGEPAINT.NS,-0.04569739016742833,0.24832529996881364,-0.437773910578866,-0.4123448657096943,0.4827586206896552
NEULANDLAB.NS,0.48886131785798426,0.5381258568119758,0.7913545966463175,-0.6196749506656105,0.5287356321839081
ELGIEQUIP.NS,0.29066984940412927,0.47822700956664665,0.47604358882789816,-0.42615122825696927,0.4904214559386973
SHRIRAMFIN.NS,0.2913909344809375,0.3243044034157236,0.7042087143435798,-0.3351098578644146,0.5402298850574713
DEEPAKNTR.NS,0.020066446682679727,0.3232274270931518,-0.13286774949494795,-0.5623800492064691,0.5172413793103449
INDUSTOWER.NS,0.17908932528642016,0.36586061363269723,0.31726940114785057,-0.5438102016568775,0.5172413793103449
CIPLA.NS,0.10557532155458055,0.2159141403772268,0.19712638544483482,-0.27943937829085563,0.5555555555555556
ENDURANCE.NS,0.13516800879274984,0.2918831567556579,0.2472052930329355,-0.4127727119674338,0.5134099616858238
